Reference, Value, Footprint, Datasheet, manf#
U1,74HC154,SO24toDIP_libs:DIP-24_W15.24mm_LongPads,,mfr_pn
U2,74HC154,SO24toDIP_libs:SOIC-24_7.5x15.4mm_Pitch1.27mm,
